transaction_text,amount,amount_log,amount_bucket,payment_method,transaction_type,category
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1085.47,6.990689187718407,Medium,Auto Debit,Debit,Bills
DMart UPI Collect DMart,493.8,6.204153640518333,Small,Upi,Debit,Groceries
Nature's Basket POS Purchase Nature's Basket,475.41,6.166278828024906,Small,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1113.71,7.0163495603789325,Medium,Net Banking,Debit,Bills
BookMyShow POS Purchase BookMyShow,319.18,5.768883337649949,Small,Credit Card,Debit,Entertainment
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1084.31,6.98962093945172,Medium,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5857.63,8.675671066842387,Large,Net Banking,Debit,Bills
DMart Debit Card POS DMart,636.02,6.456801052253537,Small,Debit Card,Debit,Groceries
Indian Oil POS Purchase Indian Oil,3340.55,8.114190050178992,Large,Debit Card,Debit,Fuel
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2708.78,7.904622729766598,Large,Auto Debit,Debit,Bills
LIC Auto Debit LIC,8877.3,9.091365376217523,Large,Auto Debit,Debit,Insurance
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1882.66,7.540971971758868,Medium,Net Banking,Debit,Bills
Ajio POS Purchase Ajio,555.7,6.322026495189462,Small,Debit Card,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,43979.98,10.691512546716337,Large,Neft,Credit,Salary
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1853.94,7.525607629504948,Medium,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1851.55,7.52431834735931,Medium,Net Banking,Debit,Bills
Bharat Gas Net Banking Payment Bharat Gas,395.14,5.981767684129118,Small,Net Banking,Debit,Bills
McDonald's India UPI/DR/181517890858/McDonald's India,201.34,5.3099494507777445,Small,Upi,Debit,Food
Indian Oil UPI/Paytm/Indian Oil,3348.68,8.116620097868498,Large,Upi,Debit,Fuel
Spotify Auto Debit Spotify,154.1,5.044070070182493,Small,Auto Debit,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5194.29,8.55550772488193,Large,Net Banking,Debit,Bills
Spotify Auto Debit Spotify,160.49,5.084443221240976,Small,Auto Debit,Debit,Subscription
Bharat Gas UPI Payment Bharat Gas,385.44,5.9569766166493086,Small,Upi,Debit,Bills
Nature's Basket UPI/Paytm/Nature's Basket,612.48,6.419147663782579,Small,Upi,Debit,Groceries
Ajio POS Purchase Ajio,562.58,6.334309293234479,Small,Debit Card,Debit,Shopping
Adani Electricity Electricity Bill Adani Electricity,5067.72,8.53084359922722,Large,Auto Debit,Debit,Bills
Jio Fiber UPI Collect Jio Fiber,1362.57,7.21786153943505,Medium,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1729.85,7.4563678963087865,Medium,Net Banking,Debit,Bills
Meesho POS Purchase Meesho,1482.08,7.301876285389644,Medium,Credit Card,Debit,Shopping
Blinkit UPI Collect Blinkit,501.63,6.219854312942145,Small,Upi,Debit,Groceries
Cafe Coffee Day Debit Card POS Cafe Coffee Day,308.31,5.734344010238544,Small,Debit Card,Debit,Food
Local Wine & Beer Shop Debit Card POS Local Wine & Beer Shop,2761.13,7.92375740020411,Large,Debit Card,Debit,Food
Myntra POS Purchase Myntra,3301.54,8.102447148359467,Large,Debit Card,Debit,Shopping
Blinkit UPI Payment Blinkit,639.1,6.461624414147958,Small,Upi,Debit,Groceries
Indian Oil ATM Cash Withdrawal,3499.64,8.160701087904032,Large,Cash Withdrawal,Debit,Fuel
Airtel UPI/Paytm/Airtel,1409.68,7.251827136621199,Medium,Upi,Debit,Bills
Amazon India UPI/DR/144893684873/Amazon India,1540.32,7.340394471127657,Medium,Upi,Debit,Shopping
BSNL Auto Debit BSNL,585.96,6.374956674405739,Small,Auto Debit,Debit,Bills
Burger King UPI Payment Burger King,494.42,6.205405887657392,Small,Upi,Debit,Food
Myntra POS Purchase Myntra,1518.29,7.325998399449516,Medium,Debit Card,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5446.96,8.602996505658489,Large,Auto Debit,Debit,Bills
Jio UPI/DR/096573864238/Jio,639.49,6.462233508412409,Small,Upi,Debit,Bills
DMart UPI/DR/784203040174/DMart,1351.14,7.209443801537805,Medium,Upi,Debit,Groceries
Social UPI Collect Social,2864.35,7.960445785736286,Large,Upi,Debit,Food
Burger King Debit Card POS Burger King,508.71,6.233841936537489,Small,Debit Card,Debit,Food
Ajio UPI Collect Ajio,1523.94,7.329710344005211,Medium,Upi,Debit,Shopping
The Beer Cafe Debit Card POS The Beer Cafe,2965.51,7.995141456668914,Large,Debit Card,Debit,Food
Indian Oil UPI Payment Indian Oil,3755.57,8.231261586002695,Large,Upi,Debit,Fuel
BEST Net Banking Payment BEST,5499.99,8.612683355022506,Large,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1704.5,7.4416136018587,Medium,Net Banking,Debit,Bills
House Rent Payment NEFT Rent Payment,46991.86,10.757750954258343,Large,Neft,Debit,Rent
Blinkit UPI/Paytm/Blinkit,659.3,6.492694277200526,Medium,Upi,Debit,Groceries
Reliance Fresh Debit Card POS Reliance Fresh,503.91,6.224380195570895,Small,Debit Card,Debit,Groceries
Zepto UPI/Paytm/Zepto,469.68,6.154178457595728,Small,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1770.94,7.479830270546615,Medium,Net Banking,Debit,Bills
EatClub Debit Card POS EatClub,313.36,5.750538825997975,Small,Debit Card,Debit,Food
DMart POS Purchase DMart,452.58,6.117171659730716,Small,Debit Card,Debit,Groceries
Domino's India POS Purchase Domino's India,309.01,5.736604555023428,Small,Credit Card,Debit,Food
Zomato POS Purchase Zomato,513.67,6.243525918579576,Small,Credit Card,Debit,Food
Local Hardware Store POS Purchase Local Hardware Store,583.2,6.37024338995364,Small,Debit Card,Debit,Miscellaneous
BEST UPI/DR/289437923371/BEST,5439.07,8.60154720741426,Large,Upi,Debit,Bills
Toit Brewpub POS Purchase Toit Brewpub,1162.31,7.059024669020622,Medium,Credit Card,Debit,Food
DMart UPI Payment DMart,439.51,6.087933146594155,Small,Upi,Debit,Groceries
Flipkart POS Purchase Flipkart,1511.81,7.321724127581522,Medium,Debit Card,Debit,Shopping
HDFC Ergo Net Banking Payment HDFC Ergo,8064.82,8.995390659290434,Large,Net Banking,Debit,Insurance
House Rent Payment IMPS Transfer House Rent Payment,42770.72,10.663632415516394,Large,Imps,Debit,Rent
BPCL Debit Card POS BPCL,3555.62,8.176565934641891,Large,Debit Card,Debit,Fuel
Employer Salary Credit NEFT Salary Credit,43148.79,10.672432829755815,Large,Neft,Credit,Salary
DMart Debit Card POS DMart,475.21,6.165858933412283,Small,Debit Card,Debit,Groceries
Blinkit POS Purchase Blinkit,1428.96,7.265401750834757,Medium,Debit Card,Debit,Groceries
Tata Power Electricity Bill Tata Power,5473.28,8.607816039187602,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1762.92,7.4752938840644045,Medium,Net Banking,Debit,Bills
Home Depot India POS Purchase Home Depot India,517.01,6.249994547092449,Small,Credit Card,Debit,Miscellaneous
Blinkit Debit Card POS Blinkit,532.78,6.279983769052325,Small,Debit Card,Debit,Groceries
ICICI Lombard Auto Debit ICICI Lombard,8514.92,9.049692631887517,Large,Auto Debit,Debit,Insurance
Starbucks India UPI Payment Starbucks India,181.24,5.205324499698872,Small,Upi,Debit,Food
BookMyShow UPI Collect BookMyShow,296.94,5.6968921239514465,Small,Upi,Debit,Entertainment
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2569.94,7.852026869770702,Medium,Net Banking,Debit,Bills
Home Depot India POS Purchase Home Depot India,504.33,6.225211681206383,Small,Credit Card,Debit,Miscellaneous
BookMyShow POS Purchase BookMyShow,307.91,5.73304997233677,Small,Credit Card,Debit,Entertainment
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2629.97,7.875107878466732,Medium,Net Banking,Debit,Bills
Zepto UPI Collect Zepto,478.26,6.172243247644422,Small,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5180.11,8.55277459801191,Large,Auto Debit,Debit,Bills
Local Hardware Store UPI/DR/262347734996/Local Hardware Store,555.63,6.321900746309809,Small,Upi,Debit,Miscellaneous
Faasos POS Purchase Faasos,332.28,5.808982977512661,Small,Debit Card,Debit,Food
BPCL ATM Cash Withdrawal,4012.65,8.297456330736457,Large,Cash Withdrawal,Debit,Fuel
Indian Oil ATM Cash Withdrawal,3736.29,8.226116028829408,Large,Cash Withdrawal,Debit,Fuel
Spotify Auto Debit Spotify,158.31,5.070851989584804,Small,Auto Debit,Debit,Subscription
Zepto UPI Collect Zepto,494.91,6.206394458647689,Small,Upi,Debit,Groceries
Nature's Basket UPI/Paytm/Nature's Basket,495.85,6.208288169677372,Small,Upi,Debit,Groceries
Chaayos UPI/Paytm/Chaayos,180.49,5.20120055576831,Small,Upi,Debit,Food
Local Hardware Store POS Purchase Local Hardware Store,525.72,6.26666909804865,Small,Credit Card,Debit,Miscellaneous
Naturals Salon Debit Card POS Naturals Salon,1512.92,7.322457592442784,Medium,Debit Card,Debit,Miscellaneous
House Rent Payment IMPS Transfer House Rent Payment,47003.52,10.757999046280903,Large,Imps,Debit,Rent
Local Barbershop UPI/DR/226669236212/Local Barbershop,1524.34,7.329972615011344,Medium,Upi,Debit,Miscellaneous
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1748.2,7.466913819538766,Medium,Net Banking,Debit,Bills
Bajaj Allianz Auto Debit Bajaj Allianz,8247.96,9.01784241077636,Large,Auto Debit,Debit,Insurance
Airtel Auto Debit Airtel,624.64,6.438775125806041,Small,Auto Debit,Debit,Bills
Naturals Salon UPI Collect Naturals Salon,1580.1,7.365876086316099,Medium,Upi,Debit,Miscellaneous
Netflix UPI/Paytm/Netflix,327.1,5.793318439967056,Small,Upi,Debit,Entertainment
Bharat Gas Auto Debit Bharat Gas,392.78,5.975792377713686,Small,Auto Debit,Debit,Bills
Blinkit POS Purchase Blinkit,596.99,6.393574031402784,Small,Credit Card,Debit,Groceries
Chaayos UPI/Paytm/Chaayos,184.64,5.223809314372975,Small,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1679.25,7.4266978708500755,Medium,Net Banking,Debit,Bills
BPCL UPI/DR/646704676197/BPCL,3742.95,8.227896482807454,Large,Upi,Debit,Fuel
Blinkit POS Purchase Blinkit,448.63,6.1084250223320495,Small,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2655.6,7.884802388698403,Large,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5234.84,8.56328256888528,Large,Auto Debit,Debit,Bills
Employer Salary Credit NEFT Salary Credit,44069.77,10.693552029886709,Large,Neft,Credit,Salary
Municipal Water Department Net Banking Payment Municipal Water Department,223.88,5.415566926598276,Small,Net Banking,Debit,Bills
Zomato UPI/Paytm/Zomato,315.68,5.757891800303233,Small,Upi,Debit,Food
Ajio POS Purchase Ajio,547.54,6.307260203218562,Small,Credit Card,Debit,Shopping
Toit Brewpub POS Purchase Toit Brewpub,2980.34,8.000128142860227,Large,Debit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2640.31,7.879030285189051,Medium,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1868.9,7.533640232482915,Medium,Auto Debit,Debit,Bills
HPCL UPI/Paytm/HPCL,3574.52,8.181865899096076,Large,Upi,Debit,Fuel
HPCL ATM Cash Withdrawal,3443.63,8.144571775647817,Large,Cash Withdrawal,Debit,Fuel
Indane Gas Auto Debit Indane Gas,418.3,6.038586654176717,Small,Auto Debit,Debit,Bills
Airtel Net Banking Payment Airtel,1389.87,7.2376847296120514,Medium,Net Banking,Debit,Bills
DMart UPI Collect DMart,569.22,6.3460222512755795,Small,Upi,Debit,Groceries
Local Hardware Store UPI/DR/268028696768/Local Hardware Store,527.39,6.269834647412314,Small,Upi,Debit,Miscellaneous
Toit Brewpub UPI/Paytm/Toit Brewpub,824.08,6.715480351330394,Medium,Upi,Debit,Food
Cafe Coffee Day UPI/DR/854312547928/Cafe Coffee Day,139.87,4.9478374792722155,Small,Upi,Debit,Food
McDonald's India UPI/DR/459610030643/McDonald's India,366.54,5.906832156267279,Small,Upi,Debit,Food
Municipal Water Department UPI/Paytm/Municipal Water Department,202.81,5.317188187298288,Small,Upi,Debit,Bills
Amazon India UPI Collect Amazon India,767.69,6.6446877672942755,Medium,Upi,Debit,Shopping
McDonald's India UPI Payment McDonald's India,326.55,5.791640715177885,Small,Upi,Debit,Food
Nature's Basket Debit Card POS Nature's Basket,467.71,6.149984240310191,Small,Debit Card,Debit,Groceries
Reliance Fresh Debit Card POS Reliance Fresh,480.53,6.176968534593236,Small,Debit Card,Debit,Groceries
House Rent Payment IMPS Transfer House Rent Payment,37184.06,10.523662346689951,Large,Imps,Debit,Rent
EatClub UPI/DR/155545004272/EatClub,351.64,5.8654477065244945,Small,Upi,Debit,Food
BigBasket UPI/DR/469758040665/BigBasket,478.99,6.173765270351586,Small,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3046.88,8.022201545952775,Large,Auto Debit,Debit,Bills
Cafe Coffee Day POS Purchase Cafe Coffee Day,183.51,5.217703662553791,Small,Debit Card,Debit,Food
EatClub POS Purchase EatClub,155.91,5.055672392570977,Small,Debit Card,Debit,Food
Ace Hardware India Debit Card POS Ace Hardware India,561.84,6.332995395920055,Small,Debit Card,Debit,Miscellaneous
Spotify Auto Debit Spotify,155.39,5.052352887448124,Small,Auto Debit,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2969.0,7.996317231796746,Large,Net Banking,Debit,Bills
Flipkart UPI Payment Flipkart,1002.09,6.910840514743945,Medium,Upi,Debit,Shopping
Swiggy UPI/DR/721211562902/Swiggy,366.9,5.907811162110729,Small,Upi,Debit,Food
HDFC Ergo Auto Debit HDFC Ergo,8691.83,9.070253826923274,Large,Auto Debit,Debit,Insurance
Social Debit Card POS Social,878.19,6.779001029048385,Medium,Debit Card,Debit,Food
Local Hardware Store POS Purchase Local Hardware Store,493.77,6.204093008122425,Small,Debit Card,Debit,Miscellaneous
Spotify Auto Debit Spotify,164.84,5.111023468127524,Small,Auto Debit,Debit,Subscription
Meesho POS Purchase Meesho,735.32,6.601664806847001,Medium,Credit Card,Debit,Shopping
House Rent Payment NEFT Rent Payment,33955.28,10.432829093789227,Large,Neft,Debit,Rent
BSNL Auto Debit BSNL,606.97,6.410125538643542,Small,Auto Debit,Debit,Bills
Netflix Debit Card POS Netflix,297.03,5.697194152579344,Small,Debit Card,Debit,Entertainment
Cafe Coffee Day UPI Payment Cafe Coffee Day,348.96,5.857818862238064,Small,Upi,Debit,Food
Employer Salary Credit NEFT Salary Credit,47321.64,10.764744106899581,Large,Neft,Credit,Salary
Tata Power UPI Collect Tata Power,5035.76,8.524518297201304,Large,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,4020.55,8.299422679438534,Large,Net Banking,Debit,Bills
McDonald's India POS Purchase McDonald's India,565.53,6.339530035817887,Small,Credit Card,Debit,Food
HPCL UPI Collect HPCL,3223.32,8.078477354284136,Large,Upi,Debit,Fuel
Zomato UPI/DR/599221579639/Zomato,340.08,5.832117053873849,Small,Upi,Debit,Food
Indian Oil UPI/DR/238160108120/Indian Oil,3786.34,8.239419204700889,Large,Upi,Debit,Fuel
House Rent Payment IMPS Transfer House Rent Payment,36629.5,10.50863650569335,Large,Imps,Debit,Rent
EatClub POS Purchase EatClub,147.01,4.997279839049098,Small,Debit Card,Debit,Food
Blinkit POS Purchase Blinkit,683.14,6.528162575041366,Medium,Credit Card,Debit,Groceries
Amazon India UPI Payment Amazon India,1001.89,6.9106411109605945,Medium,Upi,Debit,Shopping
Municipal Water Department Auto Debit Municipal Water Department,225.65,5.4234069773868585,Small,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,4124.8,8.325015219358908,Large,Net Banking,Debit,Bills
Cafe Coffee Day POS Purchase Cafe Coffee Day,319.73,5.770599647693518,Small,Debit Card,Debit,Food
BEST UPI Payment BEST,5399.27,8.594204231302408,Large,Upi,Debit,Bills
Airtel Auto Debit Airtel,1268.37,7.146275993380559,Medium,Auto Debit,Debit,Bills
DMart UPI/Paytm/DMart,716.37,6.575591746548862,Medium,Upi,Debit,Groceries
Flipkart POS Purchase Flipkart,553.34,6.317778216910709,Small,Debit Card,Debit,Shopping
Airtel Net Banking Payment Airtel,590.1,6.381985207830324,Small,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1742.44,7.463615451987556,Medium,Auto Debit,Debit,Bills
BigBasket UPI/DR/671130103614/BigBasket,692.76,6.542126079371172,Medium,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1777.27,7.483396260562889,Medium,Net Banking,Debit,Bills
Home Depot India POS Purchase Home Depot India,527.35,6.26975894288704,Small,Credit Card,Debit,Miscellaneous
BSNL Auto Debit BSNL,658.32,6.491209000863155,Small,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1634.35,7.399612127700511,Medium,Net Banking,Debit,Bills
Local Hardware Store UPI/Paytm/Local Hardware Store,517.85,6.251614824051288,Small,Upi,Debit,Miscellaneous
Bharat Gas Net Banking Payment Bharat Gas,379.78,5.942221780529531,Small,Net Banking,Debit,Bills
Netflix Debit Card POS Netflix,329.26,5.799880223034842,Small,Debit Card,Debit,Entertainment
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1777.45,7.483497477414457,Medium,Auto Debit,Debit,Bills
Nature's Basket POS Purchase Nature's Basket,1469.11,7.293092506905135,Medium,Credit Card,Debit,Groceries
Blinkit UPI Collect Blinkit,510.12,6.236604396294088,Small,Upi,Debit,Groceries
HPCL UPI Collect HPCL,3455.11,8.147898958121127,Large,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3188.09,8.067490888624995,Large,Net Banking,Debit,Bills
BSNL Auto Debit BSNL,1344.73,7.204691895729295,Medium,Auto Debit,Debit,Bills
Netflix POS Purchase Netflix,313.41,5.750697866665008,Small,Credit Card,Debit,Entertainment
Municipal Water Department Auto Debit Municipal Water Department,206.8,5.336576078665127,Small,Auto Debit,Debit,Bills
Spotify Auto Debit Spotify,167.03,5.124142534889851,Small,Auto Debit,Debit,Subscription
Myntra UPI/DR/464105990541/Myntra,1086.21,6.991370060734295,Medium,Upi,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1789.78,7.490406558111459,Medium,Auto Debit,Debit,Bills
Nature's Basket UPI/Paytm/Nature's Basket,504.71,6.225963382460326,Small,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3081.25,8.033415128748661,Large,Auto Debit,Debit,Bills
Cafe Coffee Day Debit Card POS Cafe Coffee Day,143.32,4.972033056314314,Small,Debit Card,Debit,Food
BigBasket UPI/DR/597983713634/BigBasket,474.49,6.164345851270085,Small,Upi,Debit,Groceries
Tata Power Electricity Bill Tata Power,5121.78,8.541452539429358,Large,Auto Debit,Debit,Bills
Amazon India UPI Payment Amazon India,777.85,6.657818472772615,Medium,Upi,Debit,Shopping
HPCL UPI/Paytm/HPCL,3418.3,8.137191130744602,Large,Upi,Debit,Fuel
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1734.05,7.458791510409521,Medium,Auto Debit,Debit,Bills
Blinkit UPI Collect Blinkit,1080.06,6.985697320261721,Medium,Upi,Debit,Groceries
Home Depot India POS Purchase Home Depot India,549.54,6.310899614740111,Small,Credit Card,Debit,Miscellaneous
