merchant,amount,category
Credit Card Bill Payment,2782.86,Bills
Jio,1292.2,Bills
Ajio,416.17,Shopping
Tata Power,1057.11,Bills
BPCL,3529.76,Fuel
Cafe Coffee Day,963.42,Food
Jio,2773.71,Bills
Indian Oil,1862.0,Fuel
Blinkit,678.63,Groceries
Bharat Gas,443.78,Bills
Nature's Basket,455.34,Groceries
Blinkit,729.45,Groceries
Credit Card Bill Payment,3834.63,Bills
Blinkit,863.63,Groceries
Domino's India,116.0,Food
BookMyShow,558.74,Entertainment
ICICI Lombard,8796.7,Insurance
Amazon India,288.0,Shopping
Netflix,788.37,Subscription
Burger King,260.52,Food
Credit Card Bill Payment,12588.12,Bills
HPCL,2960.66,Fuel
Burger King,422.28,Food
Lakme Salon,60.0,Miscellaneous
Zepto,560.08,Groceries
EatClub,116.0,Food
Credit Card Bill Payment,2856.68,Bills
Credit Card Bill Payment,3985.4,Bills
KFC India,145.6,Food
Faasos,116.0,Food
Amazon India,288.0,Shopping
Uber,478.76,Miscellaneous
Zepto,463.42,Groceries
DMart,658.51,Groceries
Domino's India,379.56,Food
Adani Electricity,2409.82,Bills
Swiggy,171.85,Food
Blinkit,1049.51,Groceries
Ajio,2373.78,Shopping
Employer Salary Credit,37667.92,Salary
Airtel,3343.58,Bills
Netflix,333.8,Subscription
Cafe Coffee Day,116.0,Food
BigBasket,300.0,Groceries
Credit Card Bill Payment,5456.62,Bills
BookMyShow,291.55,Entertainment
Domino's India,460.8,Food
Spotify,149.0,Subscription
General Store,223.32,Other
Vegetable Market,590.48,Other
Credit Card Bill Payment,952.61,Bills
Local Hardware Store,169.8,Miscellaneous
PharmEasy,658.76,Miscellaneous
The Beer Cafe,116.0,Food
KFC India,277.66,Food
Credit Card Bill Payment,5700.34,Bills
Domino's India,116.0,Food
Reliance Fresh,372.55,Groceries
Credit Card Bill Payment,2025.24,Bills
Flower Shop,393.57,Other
Jio Fiber,261.09,Bills
Domino's India,356.15,Food
Tea Stall,34.72,Other
Mobile Repair,379.85,Other
Local Services,1924.13,Other
House Rent Payment,8269.39,Rent
HPCL,3048.13,Fuel
Street Vendor,225.0,Other
Barbeque Nation,120.79,Food
Municipal Water Department,1970.2,Bills
Municipal Water Department,1219.46,Bills
Zomato,764.03,Food
BEST,287.93,Bills
BEST,1583.13,Bills
DMart,1030.99,Groceries
Blinkit,1732.03,Groceries
Faasos,247.48,Food
McDonald's India,769.31,Food
Tea Stall,145.32,Other
Unknown Merchant,278.19,Other
Municipal Water Department,12420.95,Bills
Flipkart,288.0,Shopping
Zomato,317.53,Food
Tata Power,1451.05,Bills
Social,337.96,Food
Credit Card Bill Payment,605.35,Bills
Zepto,596.13,Groceries
Swiggy,302.5,Food
KFC India,683.57,Food
Credit Card Bill Payment,2420.61,Bills
Swiggy,116.0,Food
BSNL,1207.76,Bills
Employer Salary Credit,49436.77,Salary
Credit Card Bill Payment,1950.66,Bills
DMart,591.84,Groceries
Laundry,2039.26,Other
Swiggy,423.36,Food
Nykaa,288.0,Shopping
Credit Card Bill Payment,2696.01,Bills
BPCL,2743.85,Fuel
Bharat Gas,794.3,Bills
BookMyShow,177.93,Entertainment
HPCL,3026.19,Fuel
Cafe Coffee Day,1396.41,Food
Credit Card Bill Payment,1801.64,Bills
Jio,394.47,Bills
Airtel,4043.87,Bills
Credit Card Bill Payment,2479.88,Bills
BEST,2199.04,Bills
Reliance Fresh,532.19,Groceries
Employer Salary Credit,62799.59,Salary
Employer Salary Credit,35678.35,Salary
Domino's India,953.34,Food
Myntra,1152.98,Shopping
Local Hardware Store,1341.12,Miscellaneous
BigBasket,1224.49,Groceries
EatClub,1035.4,Food
Airtel,570.23,Bills
BPCL,2530.05,Fuel
Apollo Pharmacy,951.2,Miscellaneous
Cafe Coffee Day,647.53,Food
Municipal Water Department,1619.85,Bills
Tata Power,502.32,Bills
BSNL,1223.96,Bills
Adani Electricity,2127.44,Bills
HPCL,2590.2,Fuel
BPCL,2722.19,Fuel
Credit Card Bill Payment,338.81,Bills
Swiggy,2018.47,Food
Third Wave Coffee,116.0,Food
House Rent Payment,8065.67,Rent
Tata Power,2652.14,Bills
Burger King,329.51,Food
Dish TV,850.0,Subscription
Credit Card Bill Payment,1961.32,Bills
The Beer Cafe,541.79,Food
Employer Salary Credit,48722.46,Salary
HPCL,2937.15,Fuel
Myntra,3335.07,Shopping
Nykaa,2624.75,Shopping
EatClub,192.72,Food
Airtel,4157.99,Bills
BPCL,5000.0,Fuel
Meesho,288.0,Shopping
Employer Salary Credit,45517.82,Salary
Lakme Salon,1286.53,Miscellaneous
Nature's Basket,1173.79,Groceries
Faasos,262.1,Food
Swiggy,143.26,Food
Employer Salary Credit,63990.66,Salary
Rapido,370.99,Miscellaneous
HPCL,2498.61,Fuel
Credit Card Bill Payment,661.27,Bills
Local Wine & Beer Shop,814.45,Food
Tata Power,393.94,Bills
Domino's India,369.5,Food
DMart,1166.98,Groceries
Employer Salary Credit,40246.74,Salary
Credit Card Bill Payment,1049.42,Bills
BEST,323.64,Bills
Street Vendor,231.48,Other
Zomato,116.0,Food
BSNL,3713.76,Bills
Barbeque Nation,116.0,Food
Local Wine & Beer Shop,617.25,Food
Amazon India,7434.08,Shopping
Flipkart,296.46,Shopping
Unknown Merchant,2486.18,Other
House Rent Payment,41600.71,Rent
Meesho,330.35,Shopping
Credit Card Bill Payment,2916.36,Bills
Zepto,681.64,Groceries
Lakme Salon,485.41,Miscellaneous
HPCL,2159.65,Fuel
Local Wine & Beer Shop,229.66,Food
EatClub,511.62,Food
HPCL,3497.7,Fuel
Zepto,1479.63,Groceries
Credit Card Bill Payment,2712.4,Bills
BSNL,2559.28,Bills
Domino's India,899.55,Food
Blinkit,823.98,Groceries
Jio,861.63,Bills
Indian Oil,2404.29,Fuel
Tata Power,2025.93,Bills
DMart,614.14,Groceries
General Store,906.27,Other
BigBasket,300.0,Groceries
Flipkart,2353.34,Shopping
Amazon Prime,149.0,Subscription
Flipkart,288.0,Shopping
House Rent Payment,46416.94,Rent
Ajio,288.0,Shopping
Zepto,1416.99,Groceries
Reliance Fresh,300.0,Groceries
Starbucks India,271.92,Food
Swiggy,484.57,Food
BookMyShow,310.07,Entertainment
Nature's Basket,1234.84,Groceries
Meesho,3897.07,Shopping
Credit Card Bill Payment,1937.56,Bills
Zomato,853.93,Food
Chaayos,1351.8,Food
DMart,449.75,Groceries
Tata Power,187.0,Bills
House Rent Payment,41317.41,Rent
Airtel Digital TV,463.29,Subscription
Flipkart,13480.45,Shopping
BEST,1336.42,Bills
Ola,1625.65,Miscellaneous
Flipkart,1391.55,Shopping
Nature's Basket,407.79,Groceries
KFC India,289.98,Food
Swiggy,817.46,Food
Disney+ Hotstar,354.61,Subscription
Faasos,131.42,Food
Credit Card Bill Payment,2107.6,Bills
Kirana Shop,684.4,Other
HPCL,3337.03,Fuel
Flower Shop,380.36,Other
Tailor,1214.62,Other
BigBasket,300.0,Groceries
Meesho,288.0,Shopping
Myntra,288.0,Shopping
Zomato,137.56,Food
Indian Oil,3097.93,Fuel
Misc Vendor,2067.24,Other
LIC,8380.51,Insurance
Indian Oil,3501.41,Fuel
Ace Hardware India,1372.08,Miscellaneous
Credit Card Bill Payment,5095.65,Bills
Chaayos,800.34,Food
Municipal Water Department,1365.34,Bills
Zomato,811.42,Food
House Rent Payment,35931.76,Rent
Credit Card Bill Payment,730.89,Bills
Myntra,288.0,Shopping
House Rent Payment,34723.26,Rent
Municipal Water Department,6907.28,Bills
Nature's Basket,526.17,Groceries
Zepto,2238.82,Groceries
Local Wine & Beer Shop,931.02,Food
BigBasket,658.14,Groceries
Swiggy,535.56,Food
Faasos,2304.44,Food
Starbucks India,1050.82,Food
BigBasket,675.16,Groceries
Fruit Vendor,167.54,Other
Employer Salary Credit,45843.78,Salary
HDFC Ergo,7998.52,Insurance
Third Wave Coffee,278.8,Food
House Rent Payment,36701.32,Rent
Netflix,202.56,Subscription
Airtel,940.37,Bills
Credit Card Bill Payment,858.03,Bills
Cafe Coffee Day,1130.63,Food
Credit Card Bill Payment,1420.08,Bills
Airtel,2746.01,Bills
Domino's India,116.0,Food
BEST,1100.32,Bills
Blinkit,2629.42,Groceries
Jio,250.6,Bills
HPCL,3439.84,Fuel
Airtel,2107.08,Bills
Bharat Gas,187.0,Bills
Local Wine & Beer Shop,116.0,Food
DMart,1261.11,Groceries
BEST,1570.57,Bills
Nature's Basket,629.93,Groceries
Naturals Salon,3768.86,Miscellaneous
Credit Card Bill Payment,187.0,Bills
Domino's India,564.62,Food
HPCL,4489.62,Fuel
ICICI Lombard,8953.06,Insurance
BEST,2867.93,Bills
Credit Card Bill Payment,6875.5,Bills
KFC India,130.03,Food
Credit Card Bill Payment,3370.65,Bills
EatClub,1019.6,Food
HP Gas,3987.61,Bills
Cafe Coffee Day,742.29,Food
Netflix,245.93,Subscription
McDonald's India,455.27,Food
Blinkit,962.59,Groceries
Jio,838.21,Bills
Credit Card Bill Payment,1154.94,Bills
Home Depot India,1439.87,Miscellaneous
Reliance Fresh,642.17,Groceries
Airtel,1188.37,Bills
HPCL,4577.46,Fuel
HP Gas,187.0,Bills
Indian Oil,3918.36,Fuel
Burger King,116.0,Food
Blinkit,301.11,Groceries
Bakery,150.62,Other
Rapido,881.0,Miscellaneous
BookMyShow,437.94,Entertainment
Bajaj Allianz,8075.36,Insurance
HPCL,2777.16,Fuel
Flipkart,288.0,Shopping
Tea Stall,147.88,Other
Indian Oil,3195.47,Fuel
EatClub,383.91,Food
Credit Card Bill Payment,12214.53,Bills
Cafe Coffee Day,759.47,Food
Zomato,116.0,Food
Faasos,353.87,Food
Municipal Water Department,1106.87,Bills
Zomato,116.0,Food
Credit Card Bill Payment,785.88,Bills
Jio Fiber,1315.09,Bills
Tea Stall,69.16,Other
Cafe Coffee Day,1398.82,Food
Starbucks India,145.02,Food
Ajio,4036.78,Shopping
Zepto,779.4,Groceries
Employer Salary Credit,41362.59,Salary
BSNL,3090.63,Bills
Misc Vendor,69.39,Other
DMart,397.61,Groceries
Naturals Salon,60.34,Miscellaneous
Jio,187.0,Bills
Municipal Water Department,1290.54,Bills
Jio,8783.69,Bills
House Rent Payment,43127.43,Rent
Tata Power,536.09,Bills
Amazon Prime,468.43,Subscription
Credit Card Bill Payment,12749.75,Bills
Tata Power,6331.71,Bills
Credit Card Bill Payment,587.17,Bills
Cafe Coffee Day,740.56,Food
Nykaa,288.0,Shopping
Indian Oil,2791.73,Fuel
HPCL,3259.65,Fuel
BPCL,3061.18,Fuel
Social,555.29,Food
BEST,1575.23,Bills
Faasos,116.0,Food
Chaayos,641.34,Food
HPCL,2391.37,Fuel
Spotify,627.48,Subscription
Third Wave Coffee,825.39,Food
BSNL,490.4,Bills
Swiggy,1111.53,Food
BigBasket,736.06,Groceries
Nykaa,288.0,Shopping
KFC India,497.59,Food
Lakme Salon,1086.31,Miscellaneous
Indian Oil,2941.09,Fuel
Tata Play,328.21,Subscription
Credit Card Bill Payment,376.19,Bills
Employer Salary Credit,55535.43,Salary
Airtel,1029.24,Bills
Airtel,1956.61,Bills
HPCL,2652.67,Fuel
Spotify,754.89,Subscription
Credit Card Bill Payment,1058.94,Bills
Misc Vendor,1752.62,Other
Municipal Water Department,1404.76,Bills
Bakery,339.67,Other
Starbucks India,116.0,Food
Cafe Coffee Day,684.17,Food
Municipal Water Department,9894.69,Bills
Misc Vendor,1768.51,Other
Employer Salary Credit,41585.43,Salary
Third Wave Coffee,187.09,Food
Credit Card Bill Payment,4119.21,Bills
Municipal Water Department,1233.33,Bills
Bharat Gas,3393.14,Bills
HPCL,3117.55,Fuel
Airtel,5941.61,Bills
Third Wave Coffee,817.22,Food
Misc Vendor,2411.64,Other
Credit Card Bill Payment,4408.55,Bills
Barbeque Nation,147.38,Food
BPCL,2407.53,Fuel
Burger King,1932.25,Food
House Rent Payment,37016.08,Rent
Employer Salary Credit,42818.28,Salary
Flower Shop,388.21,Other
Ace Hardware India,74.56,Miscellaneous
Reliance Fresh,677.86,Groceries
BigBasket,604.98,Groceries
KFC India,536.55,Food
KFC India,116.0,Food
Zepto,300.0,Groceries
Third Wave Coffee,116.0,Food
Indian Oil,2820.14,Fuel
Credit Card Bill Payment,5459.32,Bills
HPCL,2275.23,Fuel
Reliance Fresh,1823.21,Groceries
Zepto,1561.95,Groceries
Airtel,1357.61,Bills
Ajio,12498.14,Shopping
Starbucks India,956.71,Food
ICICI Lombard,8081.03,Insurance
Credit Card Bill Payment,981.71,Bills
McDonald's India,404.31,Food
Unknown Merchant,1008.58,Other
Credit Card Bill Payment,4206.6,Bills
Flipkart,288.0,Shopping
House Rent Payment,46267.12,Rent
Credit Card Bill Payment,529.13,Bills
IRCTC,503.25,Miscellaneous
Nature's Basket,613.49,Groceries
EatClub,547.34,Food
Adani Electricity,2768.35,Bills
Netflix,149.0,Subscription
Jio,920.0,Bills
Bharat Gas,1895.07,Bills
Zomato,427.85,Food
Zomato,501.28,Food
BookMyShow,223.08,Entertainment
Flipkart,288.0,Shopping
Indian Oil,2784.52,Fuel
Airtel,491.67,Bills
Indane Gas,1103.56,Bills
Nature's Basket,921.02,Groceries
McDonald's India,799.79,Food
Ola,1126.18,Miscellaneous
Local Services,2468.49,Other
Chaayos,116.0,Food
Burger King,198.81,Food
BigBasket,605.32,Groceries
Credit Card Bill Payment,1910.61,Bills
McDonald's India,460.43,Food
KFC India,230.27,Food
Blinkit,782.05,Groceries
DMart,516.94,Groceries
Credit Card Bill Payment,2553.24,Bills
Reliance Fresh,724.47,Groceries
Spotify,149.0,Subscription
Indane Gas,2533.4,Bills
Jio,1349.59,Bills
BEST,814.83,Bills
Bharat Gas,599.75,Bills
Jio Fiber,6735.91,Bills
BEST,453.36,Bills
Ola,353.46,Miscellaneous
Bakery,200.0,Other
Airtel,2358.51,Bills
Credit Card Bill Payment,2174.78,Bills
BigBasket,385.47,Groceries
Netflix,149.0,Subscription
ICICI Lombard,8656.61,Insurance
DMart,956.79,Groceries
Airtel,2775.24,Bills
Toit Brewpub,159.72,Food
BookMyShow,301.35,Entertainment
Indian Oil,3113.54,Fuel
Nature's Basket,648.18,Groceries
Credit Card Bill Payment,640.01,Bills
HPCL,2463.25,Fuel
Myntra,921.03,Shopping
House Rent Payment,42117.09,Rent
Toit Brewpub,2474.76,Food
Amazon India,3854.44,Shopping
Spotify,149.0,Subscription
BSNL,527.05,Bills
Municipal Water Department,2815.32,Bills
Swiggy,1489.87,Food
Municipal Water Department,11583.88,Bills
Cafe Coffee Day,379.17,Food
Burger King,116.0,Food
Indian Oil,1662.31,Fuel
Tea Stall,33.31,Other
Credit Card Bill Payment,481.36,Bills
Credit Card Bill Payment,2449.17,Bills
PharmEasy,4126.45,Miscellaneous
Nature's Basket,858.41,Groceries
Credit Card Bill Payment,770.88,Bills
Employer Salary Credit,52762.45,Salary
BPCL,2129.03,Fuel
Amazon India,2426.73,Shopping
Employer Salary Credit,40113.86,Salary
BookMyShow,243.45,Entertainment
Zomato,1852.79,Food
Fruit Vendor,179.05,Other
BEST,2729.42,Bills
Misc Vendor,931.62,Other
Zepto,722.61,Groceries
Indane Gas,5950.44,Bills
Local Wine & Beer Shop,368.13,Food
The Beer Cafe,729.52,Food
Bharat Gas,1695.08,Bills
Zepto,300.0,Groceries
Disney+ Hotstar,371.65,Subscription
Adani Electricity,187.44,Bills
Airtel,3244.95,Bills
Tata Power,2135.37,Bills
House Rent Payment,37725.87,Rent
Airtel,1462.29,Bills
Jio,6153.99,Bills
BEST,3254.55,Bills
BigBasket,1357.4,Groceries
Airtel,3091.75,Bills
Laundry,168.05,Other
Credit Card Bill Payment,2149.78,Bills
Indane Gas,2790.15,Bills
KFC India,143.06,Food
Domino's India,253.82,Food
Credit Card Bill Payment,5572.09,Bills
Credit Card Bill Payment,5256.29,Bills
House Rent Payment,47421.89,Rent
Credit Card Bill Payment,2000.2,Bills
Unknown Merchant,952.34,Other
Zomato,116.0,Food
Naturals Salon,1053.32,Miscellaneous
Street Vendor,164.41,Other
Barbeque Nation,259.51,Food
Burger King,152.15,Food
Nature's Basket,300.0,Groceries
Local Services,1715.8,Other
Zepto,1176.57,Groceries
BookMyShow,258.09,Entertainment
Jio,4214.62,Bills
McDonald's India,531.96,Food
Ola,2116.02,Miscellaneous
Airtel,1782.67,Bills
Flipkart,5876.53,Shopping
Uber,945.12,Miscellaneous
Toit Brewpub,762.85,Food
Credit Card Bill Payment,1941.2,Bills
Municipal Water Department,187.0,Bills
Credit Card Bill Payment,669.16,Bills
Rapido,73.33,Miscellaneous
Reliance Fresh,1078.97,Groceries
Employer Salary Credit,45802.36,Salary
Myntra,899.36,Shopping
Credit Card Bill Payment,1949.91,Bills
ICICI Lombard,8590.92,Insurance
General Store,1372.6,Other
Misc Vendor,1821.85,Other
Zomato,180.31,Food
DMart,682.66,Groceries
Swiggy,667.25,Food
Indian Oil,2935.64,Fuel
ICICI Lombard,8569.35,Insurance
BigBasket,724.7,Groceries
Municipal Water Department,1977.66,Bills
Flipkart,288.0,Shopping
Nature's Basket,300.0,Groceries
House Rent Payment,45435.29,Rent
Tailor,1305.49,Other
KFC India,541.52,Food
Jio,10344.12,Bills
Amazon India,288.0,Shopping
Jio Fiber,6443.89,Bills
Credit Card Bill Payment,2144.03,Bills
Vegetable Market,195.46,Other
Amazon India,2444.05,Shopping
Spotify,149.0,Subscription
Credit Card Bill Payment,6665.56,Bills
McDonald's India,1713.54,Food
Faasos,475.51,Food
Social,151.7,Food
Indian Oil,2593.68,Fuel
Credit Card Bill Payment,650.05,Bills
McDonald's India,491.94,Food
EatClub,150.48,Food
Credit Card Bill Payment,961.25,Bills
Employer Salary Credit,68241.2,Salary
House Rent Payment,8046.59,Rent
Starbucks India,523.5,Food
Credit Card Bill Payment,3233.7,Bills
Tata Power,5907.07,Bills
Swiggy,1896.2,Food
Credit Card Bill Payment,3759.27,Bills
DMart,1323.74,Groceries
Jio Fiber,5548.53,Bills
Myntra,288.0,Shopping
Tata Power,4162.8,Bills
Blinkit,1613.91,Groceries
Zomato,340.93,Food
Reliance Fresh,1407.88,Groceries
Credit Card Bill Payment,3836.07,Bills
Jio Fiber,6373.81,Bills
The Beer Cafe,237.73,Food
Tailor,754.47,Other
Credit Card Bill Payment,657.62,Bills
Local Wine & Beer Shop,776.0,Food
KFC India,651.28,Food
House Rent Payment,45894.24,Rent
Reliance Fresh,980.42,Groceries
Swiggy,218.29,Food
Zepto,1223.91,Groceries
Tata Power,378.06,Bills
Swiggy,269.42,Food
BPCL,2608.2,Fuel
General Store,1657.85,Other
KFC India,703.5,Food
McDonald's India,607.77,Food
HP Gas,3962.54,Bills
Ola,60.0,Miscellaneous
House Rent Payment,7881.55,Rent
Domino's India,124.8,Food
HPCL,3827.59,Fuel
Chaayos,161.91,Food
BookMyShow,540.12,Entertainment
Zepto,625.52,Groceries
BookMyShow,254.91,Entertainment
Blinkit,992.74,Groceries
Social,116.0,Food
General Store,1580.0,Other
BPCL,5000.0,Fuel
IRCTC,2250.69,Miscellaneous
Apollo Pharmacy,3519.91,Miscellaneous
BSNL,1090.93,Bills
Tata Power,1063.79,Bills
Third Wave Coffee,698.37,Food
ICICI Lombard,8336.57,Insurance
DMart,300.0,Groceries
House Rent Payment,8171.27,Rent
Employer Salary Credit,57328.47,Salary
Blinkit,630.33,Groceries
Tea Stall,105.08,Other
Credit Card Bill Payment,1512.87,Bills
BEST,609.5,Bills
Flipkart,5674.55,Shopping
Laundry,2231.92,Other
Cafe Coffee Day,116.0,Food
Airtel,8177.52,Bills
Reliance Fresh,382.48,Groceries
Zomato,454.58,Food
Credit Card Bill Payment,2884.37,Bills
DMart,2159.76,Groceries
Employer Salary Credit,53031.42,Salary
ICICI Lombard,8860.99,Insurance
Reliance Fresh,345.02,Groceries
Zomato,477.93,Food
Cafe Coffee Day,193.37,Food
Blinkit,1081.48,Groceries
Jio Fiber,5835.99,Bills
Local Wine & Beer Shop,309.52,Food
Credit Card Bill Payment,3397.04,Bills
Street Vendor,140.67,Other
Chaayos,1046.83,Food
Cafe Coffee Day,413.64,Food
Starbucks India,116.0,Food
BigBasket,1567.0,Groceries
HPCL,3594.37,Fuel
Credit Card Bill Payment,4256.79,Bills
Chaayos,149.79,Food
BigBasket,1527.84,Groceries
Cafe Coffee Day,1659.67,Food
Third Wave Coffee,1130.9,Food
Local Wine & Beer Shop,132.84,Food
Myntra,288.0,Shopping
Employer Salary Credit,46185.36,Salary
Blinkit,1267.39,Groceries
Swiggy,2990.0,Food
BigBasket,738.21,Groceries
BPCL,2292.74,Fuel
Flipkart,288.0,Shopping
HP Gas,581.58,Bills
Chaayos,172.07,Food
Mobile Repair,1363.66,Other
Jio Fiber,3377.94,Bills
Mobile Repair,1800.58,Other
Tata Power,2037.85,Bills
Adani Electricity,4755.64,Bills
Domino's India,116.0,Food
Jio,11004.5,Bills
Flower Shop,201.13,Other
Jio,555.28,Bills
Lakme Salon,378.72,Miscellaneous
Zomato,205.45,Food
Local Hardware Store,177.85,Miscellaneous
Cafe Coffee Day,196.86,Food
Meesho,288.0,Shopping
Apollo Pharmacy,1851.32,Miscellaneous
Mobile Repair,1654.32,Other
BigBasket,546.6,Groceries
Credit Card Bill Payment,2406.7,Bills
Dish TV,149.0,Subscription
Mobile Repair,2368.36,Other
Vegetable Market,415.92,Other
Zepto,769.16,Groceries
Credit Card Bill Payment,187.0,Bills
HPCL,2408.53,Fuel
Reliance Fresh,1221.7,Groceries
Local Store,2280.76,Other
HPCL,2326.44,Fuel
Naturals Salon,225.75,Miscellaneous
Reliance Fresh,802.45,Groceries
Burger King,213.6,Food
Swiggy,1379.34,Food
Flipkart,927.51,Shopping
Lakme Salon,973.62,Miscellaneous
PharmEasy,75.16,Miscellaneous
Credit Card Bill Payment,3020.37,Bills
Flower Shop,332.13,Other
EatClub,344.71,Food
Municipal Water Department,187.89,Bills
BPCL,3601.82,Fuel
Local Store,945.14,Other
Myntra,288.0,Shopping
Meesho,288.0,Shopping
Bharat Gas,2222.43,Bills
Adani Electricity,4136.68,Bills
Uber,182.77,Miscellaneous
McDonald's India,116.0,Food
Cafe Coffee Day,929.11,Food
Vegetable Market,248.78,Other
Employer Salary Credit,48254.84,Salary
BookMyShow,515.6,Entertainment
Social,214.21,Food
Jio Fiber,526.71,Bills
Third Wave Coffee,1364.58,Food
Myntra,3195.84,Shopping
Reliance Fresh,928.2,Groceries
EatClub,550.57,Food
Credit Card Bill Payment,487.41,Bills
McDonald's India,506.08,Food
Reliance Fresh,2141.69,Groceries
Indane Gas,1533.28,Bills
HPCL,2584.47,Fuel
Airtel,2538.45,Bills
Burger King,212.37,Food
Indian Oil,2886.57,Fuel
Laundry,1647.86,Other
Nature's Basket,457.85,Groceries
Meesho,288.0,Shopping
Zomato,195.19,Food
Chaayos,393.12,Food
Credit Card Bill Payment,2472.55,Bills
Local Services,1406.75,Other
KFC India,117.66,Food
Indian Oil,3273.45,Fuel
General Store,1248.8,Other
Zepto,580.59,Groceries
Bakery,296.46,Other
McDonald's India,340.31,Food
Credit Card Bill Payment,2382.42,Bills
BPCL,2280.3,Fuel
Credit Card Bill Payment,187.0,Bills
Credit Card Bill Payment,472.82,Bills
Airtel,982.15,Bills
Municipal Water Department,1459.41,Bills
Third Wave Coffee,1300.61,Food
BSNL,1503.48,Bills
Reliance Fresh,452.52,Groceries
Flipkart,1024.15,Shopping
Dish TV,688.43,Subscription
DMart,866.58,Groceries
Tata Power,1584.76,Bills
Dish TV,246.99,Subscription
Vegetable Market,564.03,Other
Credit Card Bill Payment,1097.45,Bills
Zomato,1902.19,Food
HPCL,3928.01,Fuel
Blinkit,482.74,Groceries
Nykaa,1021.45,Shopping
Cafe Coffee Day,289.48,Food
Municipal Water Department,4361.59,Bills
BookMyShow,205.24,Entertainment
Indian Oil,1763.48,Fuel
McDonald's India,396.6,Food
Indian Oil,3850.66,Fuel
